series id,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
LMUNRRTTDEM156S,LMUNRRTTDEM156S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Germany,1969-01-01,2024-01-01,Monthly,M,Growth rate previous period,Growth rate previous period,Seasonally Adjusted,SA,2024-04-10 11:07:03-05:00,37,"OECD Data Filters:  REF_AREA: DEU MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: Y SECTOR: S1 FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LNS14000009,LNS14000009,2024-12-11,2024-12-11,Unemployment Rate - Hispanic or Latino,1973-03-01,2024-11-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-12-06 07:47:16-06:00,46,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS14000009
LNU03026638,LNU03026638,2024-12-11,2024-12-11,Unemployment Level - Permanent Job Losers,1994-01-01,2024-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-12-06 07:46:37-06:00,7,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU03026638
UEMPMEAN,UEMPMEAN,2024-12-11,2024-12-11,Average Weeks Unemployed,1948-01-01,2024-11-01,Monthly,M,Weeks,Weeks,Seasonally Adjusted,SA,2024-12-06 07:47:17-06:00,45,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS13008275
LMUNRRTTDEQ156S,LMUNRRTTDEQ156S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Germany,1969-01-01,2023-10-01,Quarterly,Q,Growth rate previous period,Growth rate previous period,Seasonally Adjusted,SA,2024-04-10 11:08:18-05:00,21,"OECD Data Filters:  REF_AREA: DEU MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: Y SECTOR: S1 FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTJPQ156S,LRUN64TTJPQ156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Japan,1970-01-01,2024-07-01,Quarterly,Q,Percent,%,Seasonally Adjusted,SA,2024-11-15 13:46:02-06:00,18,"OECD Data Filters:  REF_AREA: JPN MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LAUCN060370000000003A,LAUCN060370000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Los Angeles County, CA",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-03-01 10:22:02-06:00,5,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LMUNRRTTDEA156N,LMUNRRTTDEA156N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Germany,1969-01-01,2023-01-01,Annual,A,Growth rate previous period,Growth rate previous period,Not Seasonally Adjusted,NSA,2024-04-10 11:08:36-05:00,7,"OECD Data Filters:  REF_AREA: DEU MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: N SECTOR: S1 FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRRTTDEA156S,LMUNRRTTDEA156S,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Germany,1969-01-01,2023-01-01,Annual,A,Growth rate previous period,Growth rate previous period,Seasonally Adjusted,SA,2024-04-10 11:08:54-05:00,7,"OECD Data Filters:  REF_AREA: DEU MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: Y SECTOR: S1 FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LMUNRRTTDEM156N,LMUNRRTTDEM156N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Germany,1969-01-01,2024-01-01,Monthly,M,Growth rate previous period,Growth rate previous period,Not Seasonally Adjusted,NSA,2024-04-10 11:07:16-05:00,6,"OECD Data Filters:  REF_AREA: DEU MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: N SECTOR: S1 FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LNS14000003,LNS14000003,2024-12-11,2024-12-11,Unemployment Rate - White,1954-01-01,2024-11-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-12-06 07:47:17-06:00,45,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS14000003
LMUNRRTTDEQ156N,LMUNRRTTDEQ156N,2024-12-11,2024-12-11,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Registered Unemployment for Germany,1969-01-01,2023-10-01,Quarterly,Q,Growth rate previous period,Growth rate previous period,Not Seasonally Adjusted,NSA,2024-04-10 11:12:31-05:00,1,"OECD Data Filters:  REF_AREA: DEU MEASURE: REG_UNE UNIT_MEASURE: PS TRANSFORMATION: G1 ADJUSTMENT: N SECTOR: S1 FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTJPM156N,LRUN64TTJPM156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Japan,1968-01-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-15 13:50:19-06:00,3,"OECD Data Filters:  REF_AREA: JPN MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTJPA156S,LRUN64TTJPA156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Japan,1968-01-01,2023-01-01,Annual,A,Percent,%,Seasonally Adjusted,SA,2024-04-10 11:21:04-05:00,3,"OECD Data Filters:  REF_AREA: JPN MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTJPQ156N,LRUN64TTJPQ156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Japan,1968-01-01,2024-07-01,Quarterly,Q,Percent,%,Not Seasonally Adjusted,NSA,2024-11-15 13:46:03-06:00,3,"OECD Data Filters:  REF_AREA: JPN MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTJPA156N,LRUN64TTJPA156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Japan,1968-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-04-10 11:21:05-05:00,2,"OECD Data Filters:  REF_AREA: JPN MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LNU03008275,LNU03008275,2024-12-11,2024-12-11,Average Weeks Unemployed,1948-01-01,2024-11-01,Monthly,M,Weeks,Weeks,Not Seasonally Adjusted,NSA,2024-12-06 07:46:28-06:00,11,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU03008275
LNU04000009,LNU04000009,2024-12-11,2024-12-11,Unemployment Rate - Hispanic or Latino,1973-03-01,2024-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-12-06 07:46:27-06:00,9,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU04000009
PAUR,PAUR,2024-12-11,2024-12-11,Unemployment Rate in Pennsylvania,1976-01-01,2024-10-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-11-20 10:49:04-06:00,44,
LNU04000003,LNU04000003,2024-12-11,2024-12-11,Unemployment Rate - White,1954-01-01,2024-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-12-06 07:46:25-06:00,13,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU04000003
LAUST420000000000003A,LAUST420000000000003A,2024-12-11,2024-12-11,Unemployment Rate in Pennsylvania,1976-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-03-01 10:27:02-06:00,7,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
PAURN,PAURN,2024-12-11,2024-12-11,Unemployment Rate in Pennsylvania,1976-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-20 10:49:18-06:00,6,
UEMP27OV,UEMP27OV,2024-12-11,2024-12-11,Number Unemployed for 27 Weeks & over,1948-01-01,2024-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-12-06 07:47:18-06:00,42,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS13008636
