series id,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
U4RATE,U4RATE,2024-12-11,2024-12-11,"Total Unemployed Plus Discouraged Workers, as a Percent of the Civilian Labor Force Plus Discouraged Workers (U-4)",1994-01-01,2024-11-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-12-06 07:47:19-06:00,39,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS13327707
LNS13000002,LNS13000002,2024-12-11,2024-12-11,Unemployment Level - Women,1948-01-01,2024-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2024-12-06 07:47:20-06:00,41,"To obtain estimates of women worker employment, the ratio of weighted women employees to the weighted all employees in the sample is assumed to equal the same ratio in the universe. The current month's women worker ratio, thus, is estimated and then multiplied by the all-employee estimate. The weighted-difference-link-and-taper formula (described in the source) is used to estimate the current month's women worker ratio. This formula adds the change in the matched sample's women worker ratio (the weighted-difference link) to the prior month's estimate, which has been slightly modified to reflect changes in the sample composition (the taper).  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS13000002"
LAUST390000000000003A,LAUST390000000000003A,2024-12-11,2024-12-11,Unemployment Rate in Ohio,1976-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-03-01 10:25:04-06:00,3,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LNS14027660,LNS14027660,2024-12-11,2024-12-11,"Unemployment Rate - High School Graduates, No College, 25 Yrs. & over",1992-01-01,2024-11-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-12-06 07:47:18-06:00,41,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS14027660
MIURN,MIURN,2024-12-11,2024-12-11,Unemployment Rate in Michigan,1976-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-20 10:50:13-06:00,19,
ALUR,ALUR,2024-12-11,2024-12-11,Unemployment Rate in Alabama,1976-01-01,2024-10-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-11-20 10:50:04-06:00,38,
U4RATENSA,U4RATENSA,2024-12-11,2024-12-11,"Total Unemployed Plus Discouraged Workers, as a Percent of the Civilian Labor Force Plus Discouraged Workers (U-4)",1994-01-01,2024-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-12-06 07:46:20-06:00,21,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU03327707
LNU04000001,LNU04000001,2024-12-11,2024-12-11,Unemployment Rate - Men,1948-01-01,2024-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-12-06 07:46:31-06:00,5,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU04000001
LNU03000001,LNU03000001,2024-12-11,2024-12-11,Unemployment Level - Men,1948-01-01,2024-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-12-06 07:48:00-06:00,1,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU03000001
LAUST260000000000003A,LAUST260000000000003A,2024-12-11,2024-12-11,Unemployment Rate in Michigan,1976-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-03-01 10:17:02-06:00,7,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
UNRATEMD,UNRATEMD,2024-12-11,2024-12-11,"FOMC Summary of Economic Projections for the Civilian Unemployment Rate, Median",2024-01-01,2027-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-09-18 14:08:03-05:00,40,"Projections for the unemployment rate are for the average civilian unemployment rate in the fourth quarter of each year. Each participant's projections are based on his or her assessment of appropriate monetary policy. The range for each variable in a given year includes all participants' projections, from lowest to highest, for that variable in the given year. This series represents the median value of the range forecast established by the Federal Open Market Committee. For each period, the median is the middle projection when the projections are arranged from lowest to highest. When the number of projections is even, the median is the average of the two middle projections.  Digitized originals of this release can be found at https://fraser.stlouisfed.org/publication/?pid=677."
IURSA,IURSA,2024-12-11,2024-12-11,Insured Unemployment Rate,1971-01-02,2024-11-23,"Weekly, Ending Saturday",W,Percent,%,Seasonally Adjusted,SA,2024-12-05 07:33:08-06:00,34,The insured unemployment rate (% of covered employment) is Continued Claims (also called insured unemployment) divided by Covered Employment.
LNS14027662,LNS14027662,2024-12-11,2024-12-11,"Unemployment Rate - Bachelor's Degree and Higher, 25 Yrs. & over",1992-01-01,2024-11-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-12-06 07:47:19-06:00,39,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNS14027662
IURNSA,IURNSA,2024-12-11,2024-12-11,Insured Unemployment Rate,1971-01-02,2024-11-23,"Weekly, Ending Saturday",W,Percent,%,Not Seasonally Adjusted,NSA,2024-12-05 07:33:09-06:00,25,The insured unemployment rate (% of covered employment) is Continued Claims (also called insured unemployment) divided by Covered Employment.
LAUST010000000000003A,LAUST010000000000003A,2024-12-11,2024-12-11,Unemployment Rate in Alabama,1976-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-03-01 10:21:03-06:00,11,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LNU04027660,LNU04027660,2024-12-11,2024-12-11,"Unemployment Rate - High School Graduates, No College, 25 Yrs. & over",1992-01-01,2024-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-12-06 07:46:27-06:00,12,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU04027660
ALURN,ALURN,2024-12-11,2024-12-11,Unemployment Rate in Alabama,1976-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-20 10:50:14-06:00,10,
LNU03000002,LNU03000002,2024-12-11,2024-12-11,Unemployment Level - Women,1948-01-01,2024-11-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2024-12-06 07:46:49-06:00,2,"To obtain estimates of women worker employment, the ratio of weighted women employees to the weighted all employees in the sample is assumed to equal the same ratio in the universe. The current month's women worker ratio, thus, is estimated and then multiplied by the all-employee estimate. The weighted-difference-link-and-taper formula (described in the source) is used to estimate the current month's women worker ratio. This formula adds the change in the matched sample's women worker ratio (the weighted-difference link) to the prior month's estimate, which has been slightly modified to reflect changes in the sample composition (the taper).  The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU03000002"
